CNPJ,EMPRESA,CODIGO
88.615.315/0001-94,SEHBE CIA DE PARTICIPACOES,12874
88.658.752/0001-95,SEHBE SA HOTEIS E TURISMO,10553
87.043.832/0001-73,SEIVA S.A. - FLORESTAS E INDÚSTRIAS,10561
16.358.509/0001-40,SEIVAL NE AGROPEC SA,511838
05.247.192/0001-59,SEMASA-SERV MOTOMEC DA AM SA,504440
56.783.681/0001-66,SEMENTES AGROCERES SA,10570
31.280.894/0001-44,SEMENTES E GRAOS RIO DOCE SA,517194
61.364.725/0001-53,SEMER SA,7242
61.151.445/0001-67,SEMP TOSHIBA SA,10588
32.496.911/0001-48,SEMTECH SEMICONDUTORES E CONTROLES TECNICOS SA,509574
06.057.223/0001-71,SENDAS DISTRIBUIDORA S.A.,25372
31.911.548/0001-17,SENDAS S/A,19291
22.495.265/0001-40,SENECA COMPANHIA SECURITIZADORA,23698
21.438.403/0001-97,SENOR - SENDAS NORDESTE S/A,500801
01.599.101/0001-93,SEQUOIA LOGÍSTICA E TRANSPORTES S.A.,25160
04.986.320/0001-13,SER EDUCACIONAL S.A.,23221
33.161.340/0001-53,SERGEN SERVS GERAIS DE ENG SA,10596
13.006.218/0001-03,SERGIPE INDL S/A - SISA,511714
17.244.161/0001-23,SERMECO SERV MEC ENG CONST SA,10600
01.369.947/0001-37,SERNAMBETIBA TRUST SPE SA,15903
00.545.378/0001-70,SERRA AZUL WATER PARK SA,14966
16.164.899/0001-18,SERRA DA PIPOCA ALIMENTOS SA,516732
92.984.327/0001-63,SERRANO HOTEIS SA,518026
41.383.647/0001-27,SERTASA SERTANEJA AGROPEC SA,516759
33.315.367/0001-53,SERTEP SA ENG. E MONTAGEM,14770
61.467.379/0001-39,SERVIX ENGENHARIA SA,10626
89.717.268/0001-52,SETA SA EXTRAT TANINO ACACIA,13404
61.413.423/0001-28,SETAL INSTALACOES INDLS SA,10634
33.814.385/0001-80,SETE FERROS AGROINDL SA,513849
08.638.269/0001-00,SETIBA PARTICIPAÇÕES S/A,20834
05.106.604/0001-30,SEV AGROPEC SA,508322
11.792.520/0001-09,SHALOM SA IND MADEIREIRA,501123
00.115.890/0001-87,SHOPPING CENTER TACARUNA SA,15733
01.104.894/0001-22,SHOPTIME SA,15482
88.270.178/0001-01,SIBISA TRADING SA,13587
15.144.306/0001-99,SIBRA ELETROSIDERURGICA BRASILEIRA SA (atual Rio Doce Manganês S/A),10669
27.488.840/0001-00,SICAM-SERRARIA IND COM DE COMPENS ALVES MARQUES,512702
77.623.163/0001-55,SID INFORMATICA SA,12254
19.882.497/0001-47,SID MICROELETRONICA SA,13099
00.367.961/0001-39,SIDERURGIA BRASILEIRA SA,13374
10.807.923/0001-03,SIDERURGICA ACONORTE SA,10677
89.011.795/0001-47,SIDERURGICA CEARENSE S/A,13269
57.490.229/0001-79,SIDERURGICA COFERRAZ SA,10685
10.426.518/0001-45,SIDERURGICA DO MARANHÃO SA,506249
76.486.430/0001-27,SIDERURGICA GUAIRA SA,10693
42.119.370/0001-92,SIDERURGICA HIME,10707
61.156.931/0001-78,SIDERURGICA J L ALIPERTI SA,12823
07.933.914/0001-54,SIDERÚRGICA NORTE BRASIL S/A,518280
92.780.311/0001-39,SIDERURGICA RIOGRANDENSE SA,10723
60.499.605/0001-09,SIFCO SA,10740
52.211.539/0001-93,SIFCOINVEST SA,12203
30.515.381/0001-02,SILINOR SA,503053
05.964.994/0001-80,SILNAVE NAVEGACAO SA,514594
35.763.622/0001-56,SILOCAF DO BRASIL SA,513873
82.612.532/0001-44,SIMESC SA,10758
73.644.056/0001-52,SIMMENTHAL AGROPEC SA,515264
73.644.056/0001-52,SIMMENTHAL AGROPEC SA,519766
07.415.333/0001-20,SIMPAR S.A.,25003
04.065.791/0001-99,SINQIA S.A.,22799
15.001.118/0001-01,SINTENOR QUIM SA,505587
22.668.529/0001-10,SIOM SA I INSTRS DE OTICA MEC,10774
04.363.966/0001-44,SIPASA SERINGA INDL PARA SA,508233
57.491.276/0001-37,SIPOREX CONCRETO CELULAR SA,10782
07.204.381/0001-70,SIQUEIRA GURGEL SA COM E IND,507989
13.539.713/0001-70,SISAL BAHIA HOTEIS TURISMO SA,10790
33.146.762/0001-50,SISAL IMOB SANTO AFONSO SA,10804
06.845.176/0001-20,SISAPI STA ISABEL AGROPEC SA,508144
17.165.036/0001-28,SIT SOC DE INSTALACOES TECS SA,10812
07.107.329/0001-03,SKY INDL SA,501875
52.450.558/0001-72,SLAVERT ADMINISTRACOES, PARTICIPACOES AGROPECUARIAS E IMOBILIARIAS S/A,513733
89.096.457/0001-55,SLC AGRICOLA SA,20745
31.910.308/0001-06,SLOT URBANISMO S.A.,24678
12.104.956/0001-12,SM HOTEIS TUR DIVERSOES SA,510165
00.694.303/0001-51,SMA EMPREENDIMENTOS E PARTICIPAÇÕES S.A.,15148
07.594.978/0001-78,SMARTFIT ESCOLA DE GINÁSTICA E DANÇA S.A.,24260
05.730.375/0001-20,SMILES FIDELIDADE S.A.,24252
15.912.764/0001-20,SMILES S.A.,23140
23.662.927/0001-92,SN CONFECCOES SA,516619
73.903.718/0001-61,SNB PARTICIPACOES SA,14303
06.133.284/0001-70,SOBERANA AGROINDL SA,501743
60.869.005/0001-87,SOBLOCO CONSTRUTORA SA,10820
60.594.538/0001-01,SOBRAL INVICTA SA,13501
04.570.305/0001-90,SOBUFALOS SA,517780
05.293.634/0001-01,SOC AGROINDL DE BABACU SA,504157
05.293.634/0001-01,SOC AGROINDL DE BABACU SA,519863
10.976.454/0001-56,SOC AGROINDL DO NE SA,509620
06.001.804/0001-91,SOC AVICOLA DO NE SA,512052
46.119.855/0001-37,SOC.DE ABASTEC.DE ÁGUA E SANEAMENTO S.A.,16241
60.852.035/0001-80,SOCIED. PAULIS ARTEF METALS/A,13145
01.624.528/0001-02,SOCIEDADE PART CIMENTEIRAS SA,16217
05.832.555/0001-13,SOCOCO SA AGROINDS DA AM,508667
00.506.527/0001-92,SODAPE-SOC DES AGROPEC RIO SA,513121
31.484.678/0001-10,SOERCEL AGROPEC SA,510424
10.463.255/0001-44,SOEVISA - SOEVER INDUSTRIAL SA,516015
51.936.094/0001-46,SOFIMA SA,13129
62.816.426/0001-75,SOGERAL LEASING SA ARREND MERC,10855
13.432.174/0001-75,SOHAGRO MARINA DO NORDESTE SA,510734
32.286.411/0001-81,SOLA SA INDS ALIMENTICIAS,14710
05.615.334/0001-93,SOLAE DO BRASIL HOLDINGS SA,19410
39.301.031/0001-18,SOLAR DOS COLIBRIS HOT E TUR,515914
01.368.194/0001-45,SOLE DO BRASIL S.A. TELECOMUNICAÇÕES E COMERCIO EXTERIOR,16004
04.859.815/0001-81,SOLEITE SA,506486
04.207.677/0001-56,SOLUÇÕES ESTRUTURAIS S.A.,519065
05.711.813/0001-03,SOLVAY INDUPA SAIC,80101
02.541.982/0001-54,SOMOS EDUCAÇÃO S.A.,22551
93.209.765/0001-17,SONAE DISTRIBUIÇÃO BRASIL SA,16055
02.594.251/0001-77,SONDIS BRASIL SA,17981
33.386.210/0001-19,SONDOTECNICA ENGENHARIA DE SOLOS S/A.,10880
11.720.505/0001-47,SONJA MANUFATURADOS SA,506478
36.946.143/0001-38,SOPAVE NORTE SA MERC RURAL,513822
60.840.683/0001-17,SOPAVE SA SOC PAUL DE VEICULOS,10898
61.088.795/0001-26,SORANA COML E IMPORTADORA SA,10901
33.081.712/0001-31,SOTREQ SA TRATORES E EQUIPS,10910
60.688.256/0001-65,SOUTO VIDIGAL SA,9547
33.009.911/0001-39,SOUZA CRUZ SA,4057
19.511.433/0001-30,SPE AKRO SECURITIZADORA S.A.,23361
24.973.927/0001-76,SPERAFICO DA AMAZONIA S/A,501646
08.064.412/0001-05,SPERB DO NE SA IND TEXTIL,10936
33.000.522/0001-42,SPERRY SA,10944
05.400.338/0001-54,SPLICE DA AMAZONIA S. A.,515671
45.397.007/0001-27,SPLICE DO BRASIL TELEC E ELETRONICA S/A,16489
10.948.651/0001-61,SPRINGER CARRIER NE SA,10952
92.929.520/0001-00,SPRINGER SA,10960
07.718.269/0001-57,SPRINGS GLOBAL PARTICIPAÇÕES S/A,20966
59.290.239/0001-96,SPSCS INDUSTRIAL SA,1953
01.328.630/0001-52,ST MICHEL SA,15725
05.759.667/0001-96,STA ANGELICA AGROINDL SA-SAISA,502588
05.759.667/0001-96,STA ANGELICA AGROINDL SA-SAISA,520756
35.988.708/0001-87,STA CLARA MINERACAO SA,515680
12.677.647/0001-31,STA CRUZ AGRICOLA SA,513431
08.265.597/0001-08,STA FE AGROINDUSTRIAL SA,500976
08.635.708/0001-20,STA LUCIA AGROPASTORIL SA,500070
11.450.756/0001-59,STA LUZIA AGROINDL SA,514322
08.034.357/0001-00,STA TEREZINHA AGROINDL SA,500321
07.293.566/0001-06,STALO SA-IND DE CALCADOS,500755
33.460.635/0001-20,STANDARD ELETRONICA SA,10979
91.495.499/0001-00,STARA S.A. - INDÚSTRIA DE IMPLEMENTOS AGRÍCOLAS,24201
36.304.475/0001-19,STARTING ELETROELETRONICA SA,515027
00.622.416/0001-41,STATKRAFT ENERGIAS RENOVÁVEIS S.A.,22594
12.592.746/0001-10,STEIN SP II PARTICIPAÇÕES S.A.,22292
78.363.322/0001-92,STEVIAFARMA INDUSTRIAL SA,13153
02.286.509/0001-78,SUBESTAÇÃO ELETROMETRÔ S/A,17787
02.930.076/0001-41,SUBMARINO S/A,19682
12.726.493/0001-20,SUCONOR S/A,509582
04.961.918/0001-58,SUDAMATA SA AGROPEC,507938
03.144.888/0001-24,SUDANISA CISA INDL DE ALIM,510360
02.062.747/0001-08,SUDESTE SA,16586
60.894.110/0001-76,SUDESTE SA IND E COMERCIO,10995
08.332.751/0001-17,SUECIA PEC E REFLOREST AGRICOLA SA,518980
13.584.310/0001-42,SUGOI S.A.,23957
08.041.253/0001-15,SUIBESA SUINOCULT B JARDIM SA,507075
04.871.315/0001-65,SUIMPAR IMPAR SUINOS SA,512680
05.323.183/0001-08,SUIMPAR IND E COM SA,509728
06.608.335/0001-73,SUINASA SUINOS DA AMONTOADA SA,502839
06.891.956/0001-07,SUINO CAPRINO E AGROPEC SA,503436
15.272.529/0001-31,SUINO DO SUL SA - SUINOSUL,507849
07.579.121/0001-89,SUINO SOL SA,510068
08.461.469/0001-30,SUINOCULTURA DE ALAGOAS SA,500364
06.827.695/0001-66,SUINOCULTURA DE CANINDE SA,506117
08.292.617/0001-30,SUINOCULTURA SAO PAULO SA,509337
11.749.207/0001-80,SUINOPISA SUINOC PIRIPIRI SA,509841
30.968.945/0001-62,SUINORTE SUINOCULT NORTE ES SA,509361
08.340.796/0001-33,SUINOS DE CACHOEIRA SA-SUISSA,505919
08.340.796/0001-33,SUINOS DE CACHOEIRA SA-SUISSA,519537
09.250.721/0001-24,SUINOS DE TAPEROA SA - SUTAS,507504
07.412.240/0001-42,SUINOS E AVES DO NORDESTE S/A,503797
09.320.979/0001-50,SUINOS E LAVOURA DO NE SA SUINORD,520837
08.188.898/0001-85,SUINOS KILMA SA,505986
01.957.772/0001-89,SUL 116 PARTICIPAÇÕES S.A.,16438
00.763.425/0001-52,SUL AMAZONIA S/A-EMPREENDIMENTOS AGROPECUÁRIOS,509663
33.040.924/0001-70,SUL AMERICA CAPITALIZACAO S.A.,11002
33.041.062/0001-09,SUL AMERICA CIA NACL SEGUROS,11010
29.978.814/0001-87,SUL AMERICA S/A,21121
92.664.937/0001-80,SUL AMERICA STA CRUZ SEGS SA,10413
92.659.945/0001-38,SUL BRASILEIRO COM IMP EXP SA,11037
89.425.623/0001-10,SUL BRASILEIRO CRED.,FINANC.E,11045
11.181.400/0001-67,SUL INVEST SECURITIZADORA S.A.,23345
01.585.482/0001-51,SUL LOGISTICA SA,16144
00.601.634/0001-08,SULABENTURES SA,15008
42.363.150/0001-00,SULFAB CIA SULFOQUIMICA DA BA,11053
08.482.739/0001-99,SULFABRIL NORDESTE SA,502820
92.692.433/0001-73,SULINA ALIMENTOS SA,6254
11.807.013/0001-93,SULMAR CIA AGROINDL SUL MA,514969
35.736.032/0001-34,SUMMER COTTON SA,516767
72.129.083/0001-24,SUPERAGRO SA FERT INSETICIDAS,11061
03.235.330/0001-54,SUPERFRIGO IND E COM SA,505447
03.235.330/0001-54,SUPERFRIGO IND E COM SA,519774
08.121.923/0001-03,SUPERGESSO SA IND E COM,506982
92.192.509/0001-00,SUPERMERCADOS REAL SA,7820
02.735.385/0001-60,SUPERVIA CONCESS. DE TRANPORTE FERR. S/A,18880
08.598.757/0001-30,SUQUESA SUINOC QUEIROZ SA,517151
29.499.464/0001-76,SURAMIC S R A M IND COM SA,11096
07.668.965/0001-04,SUSA INDL SA,504742
60.651.809/0001-05,SUZANO HOLDING S.A.,9067
16.404.287/0001-55,SUZANO S.A.,13986
61.143.772/0001-77,SV ENGENHARIA SA,12998
08.320.244/0001-63,T BARRETO IND COM SA,11118
02.860.694/0001-62,T4F ENTRETENIMENTO SA,21326
02.860.694/0001-62,T4F ENTRETENIMENTO SA,22454
12.881.959/0001-62,TACAVISA TACAIMBO AVIC SA,509833
00.966.922/0001-58,TAG TEXTIL ETIQUETAS SA,517054
41.104.969/0001-90,TAGRISA - TOUROS AGRICOLA SA,516309
28.573.830/0001-27,TAIPE TRANCOSO EMPREENDIMENTOS S/A,20508
11.809.647/0001-85,TAISA-TIANGUA AGROINDL SA,500240
01.832.635/0001-18,TAM S.A.,16390
47.893.664/0001-90,TAM TRANSP AEREOS REGIONAIS SA,12297
09.259.441/0001-87,TAMOYO FRIGORIFICOS REUNIDOS SA,520063
39.787.056/0001-73,TANGARÁ IMPORTADORA E EXPORTADORA S/A,518492
24.698.144/0001-21,TANNERY DO BRASIL S/A,507423
05.341.549/0001-63,TARPON INVESTIMENTOS S/A,21717
08.009.367/0001-88,TAT INDL DE ALIM DO NE SA,501026
09.051.897/0001-57,TATIANENSE TEXTIL SA,517437
92.781.335/0001-02,TAURUS ARMAS S.A.,6173
07.603.376/0001-30,TBM SA IND TEXTIL,504777
07.671.092/0001-80,TBM-TÊXTIL BEZERRA DE MENEZES SA,501778
07.671.092/0001-80,TBM-TÊXTIL BEZERRA DE MENEZES SA,519707
67.437.434/0001-24,TC SECURITIES CIA DE SECURITIZAÇÃO,20389
02.558.132/0001-69,TCO CELULAR PARTICIPAÇÕES S/A,17612
12.919.786/0001-24,TCP - TERMINAL DE CONTÊINERES DE PARANAGUÁ S.A.,24066
09.549.635/0001-17,TEBRASA IND TEXTIL SA,519820
09.549.635/0001-17,TEBRASA IND TEXTIL SA,509035
22.770.366/0001-82,TEC TOY S/A,14133
10.972.032/0001-02,TECANOR SA TEXTIL CATAR DO NE,11126
08.424.178/0001-71,TECBLU - TECELAGEM BLUMENAU S/A.,11215
10.810.646/0001-98,TECELAGEM DE ETIQ GUERRY SA,503452
84.228.055/0001-43,TECELAGEM MALHARIA INDAIAL SA,11134
08.203.044/0001-20,TECELAGEM TEXITA S/A,505862
34.540.054/0001-61,TECH ION INDUSTRIAL BRASIL S A,515396
14.031.835/0001-13,TE-CHAGA-U AGROPECUÁRIA SA,520675
14.031.835/0001-13,TE-CHAGA-U AGROPECUÁRIA SA,519928
14.031.835/0001-13,TE-CHAGA-U AGROPECUÁRIA SA,507750
04.628.426/0001-45,TECHNOS DA AMAZÔNIA INDÚSTRIA E COMÉRCIO S.A.,520012
92.672.203/0001-42,TECHNOS RELOGIOS SA,11169
09.295.063/0001-97,TECHNOS SA,22519
11.826.385/0001-67,TECNASA TECNOMEC NACIONAL,506532
39.618.285/0001-64,TECN-GRAOS ARMAZENS DE VIT SA,516287
08.065.557/0001-12,TECNISA S/A,20435
13.720.879/0001-98,TECNO WASTE S.A.,23051
11.740.271/0001-08,TECNODINÂMICA IMPORTAÇÃO E COMÉRCIO DE MATERIAIS HOSPITALARES LTDA,504270
61.388.310/0001-10,TECNOMONT PROJS MONTS INDLS SA,11193
32.419.590/0001-88,TECNOPACK EMBALAGENS SA,507920
33.111.246/0001-90,TECNOSOLO S/A - EM RECUPERAÇÃO JUDICIAL,11207
39.314.786/0001-57,TECNOTRUTA SA,515299
24.483.695/0001-78,TECONPLAST DO NORDESTE S. A.,516058
10.835.387/0001-50,TECONSUL-HOTEIS E TURISMO SA,504963
55.833.909/0001-12,TECPART PARTS E EMPREENDS SA,13102
00.299.045/0001-09,TEGENER PARTICIPACOES SA,14702
02.351.144/0001-18,TEGMA GESTÃO LOGÍSTICA SA,20800
04.881.306/0001-55,TEGRASA TERRA GDE AGROPEC SA,508373
12.031.126/0001-02,TEGUISA-TEXTIL GUIMARAES SA,513350
08.883.761/0001-40,TEIXEIRA IND AGROPEC SA,512788
02.404.861/0001-60,TEKA AGROINDL SA,510467
82.636.986/0001-55,TEKA TECELAGEM KUEHNRICH SA - EM RECUPERAÇÃO JUDICIAL,11223
09.138.637/0001-13,TEKNA SA ZIPERS DO NE,509612
33.467.572/0001-34,TEKNO S.A. INDÚSTRIA E COMÉRCIO,11231
02.369.651/0001-89,TELAIMA CELULAR SA,17094
02.322.103/0001-01,TELAMAZON CELULAR SA,17108
02.328.592/0001-09,TELASA CELULAR SA,17116
02.558.144/0001-93,TELE LESTE CELULAR PARTICIPAÇÕES SA,17698
02.558.156/0001-18,TELE NORDESTE CELULAR PARTICIPAÇÕES SA,17663
02.558.154/0001-29,TELE NORTE CELULAR PARTICIPAÇÕES SA,17604
02.558.134/0001-58,TELE NORTE LESTE PARTICIPAÇÕES SA,17655
02.558.129/0001-45,TELE SUDESTE CELULAR PARTICIPAÇÕES SA,17620
02.332.982/0001-44,TELEACRE CELULAR SA,17124
02.333.355/0001-28,TELEAMAPÁ CELULAR SA,17132
02.331.879/0001-80,TELEBAHIA CELULAR SA,17140
02.320.032/0001-08,TELEBRASÍLIA CELULAR SA,17159
04.030.367/0001-09,TELEC ACRE SA TELEACRE,513091
12.286.423/0001-07,TELEC ALAGOAS SA - TELASA,500488
05.965.421/0001-70,TELEC AMAPA SA,510483
04.559.084/0001-59,TELEC AMAZONAS SA,517623
07.072.812/0001-91,TELEC CEARA SA - TELECEARA,500658
01.571.256/0001-11,TELEC GOIAS SA,500437
06.274.633/0001-74,TELEC MARANHAO SA,508160
24.670.200/0001-10,TELEC MATO GROSSO SA,513377
04.815.411/0001-96,TELEC PARA SA,502766
08.827.313/0001-20,TELEC PARAIBA SA,501301
10.819.803/0001-26,TELEC PERNAMBUCO SA,511072
06.847.875/0001-00,TELEC PIAUI SA,506940
08.408.254/0001-55,TELEC RIO GRANDE DO NORTE SA,500232
05.904.883/0001-88,TELEC RONDONIA SA,514888
05.934.567/0001-59,TELEC RORAIMA SA,517615
13.079.322/0001-10,TELEC SERGIPE SA,511161
00.336.701/0001-04,TELEC. BRASILEIRAS S.A. - TELEBRÁS,11258
02.338.114/0001-71,TELECEARÁ CELULAR SA,17167
00.058.578/0001-07,TELECOM BRASILIA SA,11274
43.642.727/0001-85,TELECOM SAO PAULO SA,11290
83.897.223/0001-20,TELECOM STA CATARINA SA,17833
28.140.226/0001-07,TELECOMUNICAÇÕES ESP SANTO S A - TELEST,11304
15.137.276/0001-93,TELECOMUNICAÇÕES BAHIA SA,11266
17.184.201/0001-99,TELECOMUNICAÇÕES MINAS GERAIS SA,11282
02.558.157/0001-62,TELEFÔNICA BRASIL S.A.,17671
04.295.166/0001-33,TELEFONICA DATA BRASIL HOLDING SA,18937
05.721.582/0001-19,TELEFÓNICA, S.A.,80004
02.341.506/0001-90,TELEGOIAS CELULAR SA,17175
48.695.928/0001-64,TELEINVEST PARTICIPACOES SA,3565
33.000.118/0001-79,TELEMAR NORTE LESTE SA,11320
02.107.946/0001-87,TELEMAR PARTICIPAÇÕES SA,18678
02.340.817/0001-34,TELEMAT CELULAR SA,17205
02.558.118/0001-65,TELEMIG CELULAR PARTICIPAÇÕES S.A.,17701
02.320.739/0001-06,TELEMIG CELULAR SA,17213
02.331.492/0001-23,TELEMS CELULAR SA,17841
02.361.554/0001-40,TELEPARÁ CELULAR SA,17183
02.368.412/0001-04,TELEPISA CELULAR SA,17191
02.349.167/0001-98,TELERGIPE CELULAR SA,17230
02.330.506/0001-94,TELERJ CELULAR SA,17248
02.332.973/0001-53,TELERN CELULAR SA,17256
02.337.949/0001-07,TELERON CELULAR SA,17264
02.334.700/0001-48,TELESC CELULAR S/A,17825
02.319.126/0001-59,TELESP CELULAR SA,17272
02.325.945/0001-09,TELEST CELULAR SA,17299
01.655.694/0001-68,TELET SA,16152
01.301.301/0001-18,TELETRUST DE RECEBIVEIS SA,15768
02.476.710/0001-18,TELINVEST SA,17418
02.322.271/0001-99,TELPA CELULAR SA,17302
02.591.814/0001-73,TELPART PARTICIPAÇÕES S/A,17507
06.977.739/0001-34,TEMPO PARTICIPAÇOES S/A,19917
61.079.869/0001-68,TENENGE TEC NAC ENGENHARIA SA,13579
02.869.640/0001-68,TENUSA TECNOLOGIA E NUTRIÇÃO S/A,520322
31.786.452/0001-74,TEOBRASA INDS QUIM DO BR SA,506370
16.530.743/0001-03,TERAGRO-AGROPEC TERCAM SA,501891
11.566.501/0001-56,TEREOS INTERNACIONAL S/A,22136
10.502.676/0001-37,TERMELÉTRICA PERNAMBUCO III S.A.,23329
85.041.333/0001-11,TERMINAIS PORT. DA PONTA DO FÉLIX S/A,15407
02.664.042/0001-52,TERMINAL GARAGEM MENEZES CORTES SA,18538
14.688.220/0001-64,TERMINAL QUIM ARATU SA,11339
12.233.284/0001-45,TERMISA INDL SA,508756
12.786.067/0001-82,TERMOFERTIL SA,508101
92.780.634/0001-22,TERMOLAR SA,11347
03.795.050/0001-09,TERMOPERNAMBUCO SA,19852
25.015.470/0001-50,TERRA FUTURO IND E COM,503703
05.799.312/0001-20,TERRA SANTA AGRO S.A.,20354
04.551.842/0001-92,TERRANORTE SA TERRAP E AGROIND,504386
04.551.842/0001-92,TERRANORTE SA TERRAP E AGROIND,520926
24.515.033/0001-32,TERRANOVA AGRICOLA S. A.,515493
01.115.535/0001-70,TESC - TERMINAL SANTA CATARINA S/A,16713
06.033.448/0001-98,TESLA COMPANHIA SECURITIZADORA DE CRÉDITOS,19526
06.443.014/0001-66,TEXA MARANHENSE SA,11355
12.970.380/0001-76,TEXFORM FORMUL CONTINUOS SA,514306
08.061.855/0001-34,TEXITA COMPANHIA TEXTIL TANGARA,505838
12.119.913/0001-00,TEXMASA TEXTIL MARANHENSE SA,510270
24.019.192/0001-46,TEXPAR SA,15873
07.298.995/0001-68,TEXTIL BAQUIT SA-TEBASA,500020
07.298.995/0001-68,TEXTIL BAQUIT SA-TEBASA,520390
50.116.334/0001-01,TEXTIL DUOMO SA,12378
41.213.505/0001-11,TEXTIL ERVERST SA,517143
17.076.449/0001-36,TEXTIL PACULDINO SA,508713
82.982.075/0001-80,TÊXTIL RENAUXVIEW S/A,7544
07.971.955/0001-35,TEXTIL UNIÃO SA,502723
12.987.103/0001-76,TEXTILE INDL SA,505072
12.987.129/0001-14,TEXTILIA NE SA,514551
54.485.982/0001-88,TEXTILIA SA,17426
08.253.728/0001-37,TFA SECURITIZADORA S/A,20460
14.212.464/0001-76,TGLT SA,80136
23.670.151/0001-52,TIBIRI AVICOLA SA - TIBISA,512974
08.665.255/0001-85,TIG HOLDING LTD.,80055
84.684.455/0001-63,TIGRE SA - TUBOS E CONEXÕES,15962
10.915.973/0001-04,TILETRON SA IND DE PLASTS,507520
02.336.993/0001-00,TIM NORDESTE TELECOMUNICAÇÕES S.A.,17078
02.558.115/0001-21,TIM PARTICIPAÇÕES SA,17639
02.421.421/0001-11,TIM S.A.,24929
02.332.397/0001-44,TIM SUL S.A.,17221
24.398.349/0001-91,TIMBAUBA AGRICOLA SA,509140
07.150.741/0001-06,TIRIRICAL MAD SA,509175
92.663.004/0001-78,TITAN COMERCIO E INDUSTRIA SA,11428
07.073.027/0001-53,TIVIT TERCEIRIZAÇÃO DE PROCESSOS, SERVIÇOS E TECNOLOGIA S/A,21768
08.669.754/0001-40,TIVIT TERCEIRIZAÇÃO DE TECNOLOGIA E SERVIÇOS S/A,21474
10.963.023/0001-55,TOALIA SA IND TEXTIL,500011
02.747.251/0001-60,TOBASA TOCANTINS BABACU SA,11436
02.747.251/0001-60,TOBASA TOCANTINS BABACU SA,519049
33.411.265/0001-31,TOCANTINS AGRO AVICOLA S. A.,515833
89.525.190/0001-74,TOGA EMPREENDIMENTOS HOTELEIROS SA,518166
13.307.665/0001-94,TOK HIDROMETALURGICA SA,512311
62.870.720/0001-65,TOKYO LEASING DO BRASIL SA,11983
00.640.687/0001-20,TOP SHOPPING EMPRS E PARTS SA,15075
01.529.587/0001-93,TORCEDOR SA,15920
31.301.385/0001-50,TORRE HOTEIS SA,508918
31.301.385/0001-50,TORRE HOTEIS SA,519260
15.219.777/0001-19,TOSTER SA IND DO VESTUARIO,501310
53.113.791/0001-22,TOTVS S.A,19992
23.424.534/0001-40,TOURO AGROPAST SA,511870
23.424.534/0001-40,TOURO AGROPAST SA,520276
03.014.553/0001-91,TPI - TRIUNFO PARTICIPACOES E INVESTIMENTOS S.A.,19330
59.418.806/0001-47,TRACK & FIELD CO S.A,25208
00.450.220/0001-17,TRACOMAL MINERAÇÃO S/A,518751
90.286.105/0001-41,TRAFO EQUIPAMENTOS ELETRICOS S.A.,11452
03.410.509/0001-09,TRAIANUS SA,18503
59.105.262/0001-63,TRANSAUTO TRANSP ESPECS AUT SA,11460
60.872.173/0001-21,TRANSBRASIL SA LINHAS AEREAS - FALIDA,11479
09.074.183/0001-64,TRANSBRASILIANA CONCESSIONÁRIA DE RODOVIA SA,22225
22.871.115/0001-94,TRANSCONTINENTAL HOT E TUR SA,509523
22.871.115/0001-94,TRANSCONTINENTAL HOT E TUR SA,519626
07.859.971/0001-30,TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.,20257
02.281.836/0001-37,TRANSNORDESTINA LOGISTICA SA,20443
01.529.588/0001-38,TRANSUL SA,15938
38.042.694/0001-00,TRAVESSIA SECURITIZADORA DE CRÉDITOS FINANCEIROS XIV S.A,25240
26.609.050/0001-64,TRAVESSIA SECURITIZADORA S.A.,24082
31.766.660/0001-01,TRES PONTOES HOT E TUR SA,509957
92.660.570/0001-26,TREVISA INVESTIMENTOS SA,8192
02.509.186/0001-34,TRIÂNGULO DO SOL AUTO-ESTRADAS S.A.,23060
13.558.226/0001-54,TRIKEM SA,4910
32.185.928/0001-84,TRILUX PARTICIPACOES SA,13420
23.438.929/0001-00,TRIPLE PLAY BRASIL PARTICIPAÇÕES S.A.,25194
24.717.074/0001-01,TRÍPLICE SECURITIZADORA DE ATIVOS MERCANTIS S.A.,24023
08.811.643/0001-27,TRISUL S/A,21130
24.955.657/0001-70,TRIUNFO SECURITIZADORA DE ATIVOS S.A.,24031
02.987.278/0001-20,TRK BRASIL TRUST SA,18392
11.923.281/0001-70,TROIA SA - PRODS DE LIMPEZA,516600
04.325.270/0001-23,TROL BRINQUEDOS DA AM SA,511331
61.227.963/0001-17,TROL SA INDUSTRIA E COMERCIO,11509
13.620.695/0001-56,TROMBINI EMBALAGENS SA,507555
88.209.697/0001-56,TROMBINI PAPEL E EMBALAGENS SA,5797
75.049.965/0001-78,TROMBINI SA ADM E PARTICIPACAO,11517
15.115.504/0001-24,TRONOX PIGMENTOS DO BRASIL S.A.,11398
07.757.005/0001-02,TROP FRUTAS DO BRASIL S/A,519120
16.460.081/0001-42,TROPFRUIT NORDESTE SA,505200
11.801.099/0001-47,TROPICAL RÁFIA IND. E COM. SA,501859
07.132.079/0001-53,TROPIFLEX CIA INDL DE MOVEIS,502120
61.418.430/0001-12,TRORION SA,11525
12.130.744/0001-00,TRUE SECURITIZADORA S.A.,22276
43.107.119/0001-70,TRUFANA TEXTIL SA,12963
